objectID;CAP;MUNICIPIO;ID_NIL;NIL;LONG_X_4326;LAT_Y_4326;Location
2;20153;7;63;FIGINO;9.073880791571554;45.49325387454429;(45.49325387454429, 9.073880791571554)
6;20152;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.092578976857608;45.459056102337186;(45.459056102337186, 9.092578976857608)
2150;20152;7;88;PARCO BOSCO IN CITTA';9.099067462218361;45.46150728941053;(45.46150728941053, 9.099067462218361)
4223;20152;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.095127151475726;45.465032056375655;(45.465032056375655, 9.095127151475726)
63;20151;8;64;TRENNO;9.09953888877201;45.490628414824386;(45.490628414824386, 9.09953888877201)
5409;20152;7;56;FORZE ARMATE;9.101408601753482;45.45384253490297;(45.45384253490297, 9.101408601753482)
67;20152;7;56;FORZE ARMATE;9.103998783193326;45.459130224453375;(45.459130224453375, 9.103998783193326)
10290;20153;7;88;PARCO BOSCO IN CITTA';9.101454905326184;45.474847561731124;(45.474847561731124, 9.101454905326184)
56;20151;7;88;PARCO BOSCO IN CITTA';9.106826323430452;45.481284257044265;(45.481284257044265, 9.106826323430452)
29120;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.105433838223071;45.49516575234085;(45.49516575234085, 9.105433838223071)
3422;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.105680192085176;45.499218684130696;(45.499218684130696, 9.105680192085176)
299;20152;7;56;FORZE ARMATE;9.107542319541981;45.456267208482934;(45.456267208482934, 9.107542319541981)
54;20151;7;88;PARCO BOSCO IN CITTA';9.108580793826508;45.47943436885482;(45.47943436885482, 9.108580793826508)
59;20151;7;88;PARCO BOSCO IN CITTA';9.107756305822525;45.48689142166145;(45.48689142166145, 9.107756305822525)
363;20147;6;53;LORENTEGGIO;9.125335778142201;45.4568192611256;(45.4568192611256, 9.125335778142201)
538;20151;7;60;STADIO - IPPODROMI;9.123327969671424;45.47983321618133;(45.47983321618133, 9.123327969671424)
122;20147;7;52;BANDE NERE;9.127883877034128;45.465042808842696;(45.465042808842696, 9.127883877034128)
128;20146;7;52;BANDE NERE;9.13679775557859;45.46525257944043;(45.46525257944043, 9.13679775557859)
302;20148;8;66;QT 8;9.137807316578442;45.48832948180792;(45.48832948180792, 9.137807316578442)
31116;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.137882474317056;45.511644030005094;(45.511644030005094, 9.137882474317056)
4231;20143;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;9.139911157713417;45.44387988764467;(45.44387988764467, 9.139911157713417)
3425;20149;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.145567161936235;45.487769337741064;(45.487769337741064, 9.145567161936235)
3403;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.140782187362142;45.50738231902133;(45.50738231902133, 9.140782187362142)
10286;20143;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;9.148000921278491;45.44073737677808;(45.44073737677808, 9.148000921278491)
2151;20146;7;51;PORTA MAGENTA;9.152281565584527;45.46449747562109;(45.46449747562109, 9.152281565584527)
444;20149;8;58;DE ANGELI - MONTE ROSA;9.150591274971886;45.477512969356425;(45.477512969356425, 9.150591274971886)
437;20149;8;67;PORTELLO;9.15099351573912;45.484214277273914;(45.484214277273914, 9.15099351573912)
4217;20156;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.146440615993733;45.493001477475765;(45.493001477475765, 9.146440615993733)
3404;20156;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.146293427719957;45.501356850436814;(45.501356850436814, 9.146293427719957)
425;20161;9;81;BOVISASCA;9.152622024957783;45.51998387650282;(45.51998387650282, 9.152622024957783)
512;20146;6;51;PORTA MAGENTA;9.155107236057132;45.45632325594457;(45.45632325594457, 9.155107236057132)
393;20146;6;51;PORTA MAGENTA;9.15348800989317;45.45754356445944;(45.45754356445944, 9.15348800989317)
3436;20144;7;51;PORTA MAGENTA;9.157611252681441;45.46201553440926;(45.46201553440926, 9.157611252681441)
3373;20145;7;68;PAGANO;9.155394845612031;45.468364478878065;(45.468364478878065, 9.155394845612031)
479;20155;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.153218552055977;45.494782803569926;(45.494782803569926, 9.153218552055977)
35518;20144;7;51;PORTA MAGENTA;9.160699650012738;45.46432603194266;(45.46432603194266, 9.160699650012738)
388;20123;1;7;MAGENTA - S. VITTORE;9.165111284798975;45.46628263670014;(45.46628263670014, 9.165111284798975)
3381;20145;8;68;PAGANO;9.160413304537258;45.470179727198996;(45.470179727198996, 9.160413304537258)
146;20158;9;77;BOVISA;9.165489027173964;45.49898402006926;(45.49898402006926, 9.165489027173964)
4976;20143;6;44;PORTA TICINESE - CONCHETTA;9.171296056237694;45.44492434604768;(45.44492434604768, 9.171296056237694)
430;20154;8;69;SARPI;9.166840451258215;45.48739814496596;(45.48739814496596, 9.166840451258215)
144;20158;9;77;BOVISA;9.169197451062299;45.504002174852545;(45.504002174852545, 9.169197451062299)
129;20161;9;80;AFFORI;9.170576560780395;45.51823944814559;(45.51823944814559, 9.170576560780395)
5399;20161;9;82;COMASINA;9.166756287654241;45.526771137069765;(45.526771137069765, 9.166756287654241)
403;20144;6;44;PORTA TICINESE - CONCHETTA;9.174019695562807;45.4541741407201;(45.4541741407201, 9.174019695562807)
14698;20121;1;8;PARCO SEMPIONE;9.175565275784907;45.471364039973366;(45.471364039973366, 9.175565275784907)
474;20121;1;8;PARCO SEMPIONE;9.17712217867837;45.473560373303265;(45.473560373303265, 9.17712217867837)
142;20158;9;79;DERGANO;9.177589045800179;45.49939578945994;(45.49939578945994, 9.177589045800179)
293;20142;5;41;GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE;9.180757517151275;45.41897977943236;(45.41897977943236, 9.180757517151275)
3360;20141;5;37;MORIVIONE;9.190798473217749;45.44426430782252;(45.44426430782252, 9.190798473217749)
11086;20136;5;5;PORTA VIGENTINA - PORTA LODOVICA;9.187472378246111;45.44922179445921;(45.44922179445921, 9.187472378246111)
3443;20141;5;38;VIGENTINO - Q.RE FATIMA;9.196182800639711;45.42975496830806;(45.42975496830806, 9.196182800639711)
289;20136;5;5;PORTA VIGENTINA - PORTA LODOVICA;9.19206744809801;45.447852531448845;(45.447852531448845, 9.19206744809801)
34;20136;5;5;PORTA VIGENTINA - PORTA LODOVICA;9.193978138952712;45.44856362806366;(45.44856362806366, 9.193978138952712)
14297;20122;1;5;PORTA VIGENTINA - PORTA LODOVICA;9.197396561784728;45.454283334070354;(45.454283334070354, 9.197396561784728)
29129;20154;9;9;PORTA GARIBALDI - PORTA NUOVA;9.193202667103906;45.48428795124369;(45.48428795124369, 9.193202667103906)
342;20124;2;11;ISOLA;9.197192148432277;45.48946118287944;(45.48946118287944, 9.197192148432277)
3393;20159;9;12;MACIACHINI - MAGGIOLINA;9.193715766812769;45.49800063859398;(45.49800063859398, 9.193715766812769)
18307;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.197426780685406;45.514662121027996;(45.514662121027996, 9.197426780685406)
4209;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.193987238699158;45.520059879209015;(45.520059879209015, 9.193987238699158)
18;20141;5;38;VIGENTINO - Q.RE FATIMA;9.203953245225115;45.42477312253051;(45.42477312253051, 9.203953245225115)
418;20121;1;3;GIARDINI P.TA VENEZIA;9.201723917115421;45.47324249913219;(45.47324249913219, 9.201723917115421)
3768;20124;2;12;MACIACHINI - MAGGIOLINA;9.198840162457056;45.49162619941619;(45.49162619941619, 9.198840162457056)
524;20141;5;38;VIGENTINO - Q.RE FATIMA;9.205381855251067;45.42786729595568;(45.42786729595568, 9.205381855251067)
28319;20141;5;38;VIGENTINO - Q.RE FATIMA;9.205555641654215;45.432727527242484;(45.432727527242484, 9.205555641654215)
13485;20139;5;38;VIGENTINO - Q.RE FATIMA;9.205689902543671;45.43466295354067;(45.43466295354067, 9.205689902543671)
168;20129;1;4;GUASTALLA;9.206170211335575;45.46781943260748;(45.46781943260748, 9.206170211335575)
28316;20125;2;10;STAZIONE CENTRALE - PONTE SEVESO;9.206691196940994;45.49007187809028;(45.49007187809028, 9.206691196940994)
18305;20126;9;15;BICOCCA;9.206286562458816;45.51207511535016;(45.51207511535016, 9.206286562458816)
422;20139;5;36;SCALO ROMANA;9.216698550778839;45.43580597308098;(45.43580597308098, 9.216698550778839)
177;20129;4;26;XXII MARZO;9.216663741108063;45.462320669648754;(45.462320669648754, 9.216663741108063)
3376;20129;4;26;XXII MARZO;9.213216398954733;45.467904092814756;(45.467904092814756, 9.213216398954733)
533;20129;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.212866735979203;45.478757470434516;(45.478757470434516, 9.212866735979203)
4181;20139;4;35;LODI - CORVETTO;9.220213913815657;45.43776594489772;(45.43776594489772, 9.220213913815657)
3365;20137;4;28;UMBRIA - MOLISE - CALVAIRATE;9.21806590624736;45.45413004697307;(45.45413004697307, 9.21806590624736)
174;20137;4;28;UMBRIA - MOLISE - CALVAIRATE;9.220664332460924;45.45608856024568;(45.45608856024568, 9.220664332460924)
414;20129;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.222923714162254;45.47106951632769;(45.47106951632769, 9.222923714162254)
14287;20127;2;20;LORETO - CASORETTO - NOLO;9.222279645406925;45.49471445887512;(45.49471445887512, 9.222279645406925)
154;20137;4;29;ORTOMERCATO;9.228699004814613;45.449939041858094;(45.449939041858094, 9.228699004814613)
4244;20133;4;25;CORSICA;9.225885436745022;45.46305097286675;(45.46305097286675, 9.225885436745022)
3430;20131;3;22;CITTA' STUDI;9.225352826009386;45.48277323137491;(45.48277323137491, 9.225352826009386)
14285;20127;2;20;LORETO - CASORETTO - NOLO;9.22543756499281;45.494070238121516;(45.494070238121516, 9.22543756499281)
28320;20128;2;16;GORLA - PRECOTTO;9.22870219453432;45.507064292218445;(45.507064292218445, 9.22870219453432)
305;20128;2;16;GORLA - PRECOTTO;9.230675013550215;45.51133019899418;(45.51133019899418, 9.230675013550215)
157;20133;4;25;CORSICA;9.233374861825517;45.46779656989585;(45.46779656989585, 9.233374861825517)
530;20133;3;22;CITTA' STUDI;9.236339123649305;45.48442427898941;(45.48442427898941, 9.236339123649305)
515;20138;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.241386060480014;45.45652695945651;(45.45652695945651, 9.241386060480014)
487;20134;3;23;LAMBRATE - ORTICA;9.24123890705142;45.482522409377914;(45.482522409377914, 9.24123890705142)
4167;20132;2;19;PADOVA - TURRO - CRESCENZAGO;9.242968834887993;45.50385582918856;(45.50385582918856, 9.242968834887993)
505;20134;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;9.247404191129615;45.48858855370327;(45.48858855370327, 9.247404191129615)
497;20132;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;9.244865181265554;45.5000266857694;(45.5000266857694, 9.244865181265554)
543;20128;2;17;ADRIANO;9.249070174777982;45.518156106433445;(45.518156106433445, 9.249070174777982)
10288;20138;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.251657126590034;45.44824272107657;(45.44824272107657, 9.251657126590034)
346;20138;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.253421201061172;45.44861022537506;(45.44861022537506, 9.253421201061172)
3419;20138;4;31;MONLUE' - PONTE LAMBRO;9.263348952133924;45.44007552889829;(45.44007552889829, 9.263348952133924)
284;20153;7;87;ASSIANO;9.063593309898062;45.45554534419511;(45.45554534419511, 9.063593309898062)
5869;20153;7;63;FIGINO;9.076086087961421;45.49370415285679;(45.49370415285679, 9.076086087961421)
5;20153;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.090026279299726;45.4638723126485;(45.4638723126485, 9.090026279299726)
4247;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.099419935450005;45.50070845304803;(45.50070845304803, 9.099419935450005)
262;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.098484001880632;45.50571079609668;(45.50571079609668, 9.098484001880632)
2149;20153;7;61;QUARTO CAGNINO;9.103469221636473;45.47366033585959;(45.47366033585959, 9.103469221636473)
7083;20152;6;53;LORENTEGGIO;9.108836634962154;45.452922127863395;(45.452922127863395, 9.108836634962154)
57;20151;7;88;PARCO BOSCO IN CITTA';9.10717081331941;45.48267991408669;(45.48267991408669, 9.10717081331941)
3410;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.118794469356498;45.4940766966667;(45.4940766966667, 9.118794469356498)
369;20147;6;49;GIAMBELLINO;9.129715509023097;45.44423593843171;(45.44423593843171, 9.129715509023097)
5866;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.128104143716834;45.486910152521524;(45.486910152521524, 9.128104143716834)
118;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.128912318171997;45.51649822147997;(45.51649822147997, 9.128912318171997)
5834;20148;7;60;STADIO - IPPODROMI;9.137941710126851;45.476633065612525;(45.476633065612525, 9.137941710126851)
5390;20156;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.135355093179784;45.499576700476716;(45.499576700476716, 9.135355093179784)
4176;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.134916773781038;45.50777260116549;(45.50777260116549, 9.134916773781038)
295;20148;7;60;STADIO - IPPODROMI;9.141565263393984;45.479380407227296;(45.479380407227296, 9.141565263393984)
4216;20149;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.142129150544216;45.49038153539969;(45.49038153539969, 9.142129150544216)
4240;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.140110574749295;45.50875151840289;(45.50875151840289, 9.140110574749295)
30316;20146;6;52;BANDE NERE;9.147671057921944;45.458406686112205;(45.458406686112205, 9.147671057921944)
29122;20149;8;59;TRE TORRI;9.152237401097143;45.478996461567334;(45.478996461567334, 9.152237401097143)
2174;20155;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.150788519426506;45.494286071054105;(45.494286071054105, 9.150788519426506)
3374;20145;7;51;PORTA MAGENTA;9.15476003088024;45.46663887351369;(45.46663887351369, 9.15476003088024)
10689;20149;7;58;DE ANGELI - MONTE ROSA;9.154260238238525;45.46822294429539;(45.46822294429539, 9.154260238238525)
107;20156;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.155034751404404;45.49797440898109;(45.49797440898109, 9.155034751404404)
507;20157;9;81;BOVISASCA;9.156759695726986;45.51470812445118;(45.51470812445118, 9.156759695726986)
15902;20142;6;46;BARONA;9.163490759358956;45.430104595382886;(45.430104595382886, 9.163490759358956)
438;20145;8;68;PAGANO;9.164362830497062;45.47739325236201;(45.47739325236201, 9.164362830497062)
5841;20157;9;77;BOVISA;9.15972627637223;45.5086744095177;(45.5086744095177, 9.15972627637223)
3766;20142;5;41;GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE;9.171111499979054;45.40921966566415;(45.40921966566415, 9.171111499979054)
1746;20142;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.16724416395137;45.42898827228794;(45.42898827228794, 9.16724416395137)
1346;20142;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.169571844120787;45.4280988766507;(45.4280988766507, 9.169571844120787)
5821;20143;6;44;PORTA TICINESE - CONCHETTA;9.171440971654063;45.449143724402596;(45.449143724402596, 9.171440971654063)
2559;20123;1;7;MAGENTA - S. VITTORE;9.168848093464671;45.45992295693133;(45.45992295693133, 9.168848093464671)
2557;20145;1;7;MAGENTA - S. VITTORE;9.167371074075596;45.47212423905408;(45.47212423905408, 9.167371074075596)
439;20145;1;68;PAGANO;9.16956904643647;45.47563385239587;(45.47563385239587, 9.16956904643647)
294;20142;5;41;GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE;9.178436964448942;45.420604280552084;(45.420604280552084, 9.178436964448942)
15098;20142;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.17340251300423;45.429952873141765;(45.429952873141765, 9.17340251300423)
20310;20136;5;6;PORTA TICINESE - CONCA DEL NAVIGLIO;9.177469603231126;45.444858733308344;(45.444858733308344, 9.177469603231126)
3391;20123;1;1;DUOMO;9.175917595135077;45.46361558528756;(45.46361558528756, 9.175917595135077)
2146;20161;9;80;AFFORI;9.174090802455419;45.50758129473304;(45.50758129473304, 9.174090802455419)
525;20161;9;80;AFFORI;9.176695043878725;45.51394462700731;(45.51394462700731, 9.176695043878725)
309;20161;9;80;AFFORI;9.17310033288739;45.51907582649221;(45.51907582649221, 9.17310033288739)
12685;20161;9;83;BRUZZANO;9.175024229910461;45.52370063233905;(45.52370063233905, 9.175024229910461)
3435;20142;5;41;GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE;9.18019357517466;45.4153542727251;(45.4153542727251, 9.18019357517466)
3379;20141;5;43;TIBALDI;9.187182515234742;45.43753508216894;(45.43753508216894, 9.187182515234742)
283;20141;5;37;MORIVIONE;9.187972800753398;45.439875362937514;(45.439875362937514, 9.187972800753398)
103;20122;1;1;DUOMO;9.187669140527225;45.457477074771816;(45.457477074771816, 9.187669140527225)
378;20121;1;1;DUOMO;9.190109848289948;45.46692432805825;(45.46692432805825, 9.190109848289948)
29128;20124;9;11;ISOLA;9.191047745113426;45.48479168798926;(45.48479168798926, 9.191047745113426)
4222;20124;9;11;ISOLA;9.190971387772931;45.485720963794975;(45.485720963794975, 9.190971387772931)
101;20159;9;11;ISOLA;9.187096148176387;45.492055703600826;(45.492055703600826, 9.187096148176387)
3433;20159;9;12;MACIACHINI - MAGGIOLINA;9.195664766898759;45.501540301059194;(45.501540301059194, 9.195664766898759)
312;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.194006225788462;45.515621216598966;(45.515621216598966, 9.194006225788462)
4196;20139;5;36;SCALO ROMANA;9.202797775933533;45.44313792756145;(45.44313792756145, 9.202797775933533)
417;20124;2;10;STAZIONE CENTRALE - PONTE SEVESO;9.2036582318972;45.480056752818975;(45.480056752818975, 9.2036582318972)
18304;20126;9;15;BICOCCA;9.20502819675287;45.51313688755942;(45.51313688755942, 9.20502819675287)
3389;20122;1;4;GUASTALLA;9.20583109049062;45.459874279858816;(45.459874279858816, 9.20583109049062)
4242;20129;4;26;XXII MARZO;9.211091496757442;45.46746064290933;(45.46746064290933, 9.211091496757442)
355;20124;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.210039620181167;45.48498942005111;(45.48498942005111, 9.210039620181167)
2958;20124;2;10;STAZIONE CENTRALE - PONTE SEVESO;9.210860613459278;45.486962170485626;(45.486962170485626, 9.210860613459278)
330;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.206907071066478;45.51912844506827;(45.51912844506827, 9.206907071066478)
175;20135;4;26;XXII MARZO;9.21288888908406;45.458044044233674;(45.458044044233674, 9.21288888908406)
36718;20125;2;13;GRECO - SEGNANO;9.212943078298784;45.50152781465898;(45.50152781465898, 9.212943078298784)
413;20129;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.219356059254434;45.47110711357802;(45.47110711357802, 9.219356059254434)
4173;20126;2;16;GORLA - PRECOTTO;9.222398027569927;45.508874911894644;(45.508874911894644, 9.222398027569927)
535;20139;4;35;LODI - CORVETTO;9.226778644317163;45.442500264448974;(45.442500264448974, 9.226778644317163)
5383;20137;4;29;ORTOMERCATO;9.227508295878003;45.453179294710445;(45.453179294710445, 9.227508295878003)
5824;20133;3;22;CITTA' STUDI;9.226062050285558;45.47705221795752;(45.47705221795752, 9.226062050285558)
499;20127;2;19;PADOVA - TURRO - CRESCENZAGO;9.225333700700565;45.49761655584743;(45.49761655584743, 9.225333700700565)
39;20139;5;34;CHIARAVALLE;9.23721490346462;45.418011754054085;(45.418011754054085, 9.23721490346462)
14290;20127;2;19;PADOVA - TURRO - CRESCENZAGO;9.232124070198022;45.501971677759336;(45.501971677759336, 9.232124070198022)
4207;20138;4;33;ROGOREDO - SANTA GIULIA;9.243838552839218;45.43624576214056;(45.43624576214056, 9.243838552839218)
172;20138;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.241318806467985;45.45832296584677;(45.45832296584677, 9.241318806467985)
29118;20128;2;17;ADRIANO;9.240704725428333;45.517252992789764;(45.517252992789764, 9.240704725428333)
5826;20138;4;33;ROGOREDO - SANTA GIULIA;9.247958655677914;45.4337464383018;(45.4337464383018, 9.247958655677914)
5391;20138;4;33;ROGOREDO - SANTA GIULIA;9.245714723746001;45.43603674101235;(45.43603674101235, 9.245714723746001)
527;20127;2;19;PADOVA - TURRO - CRESCENZAGO;9.247094972128878;45.509244811903635;(45.509244811903635, 9.247094972128878)
3394;20128;2;17;ADRIANO;9.250100272629222;45.512583957024304;(45.512583957024304, 9.250100272629222)
344;20138;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.251194451160725;45.44591021582705;(45.44591021582705, 9.251194451160725)
5868;20153;7;63;FIGINO;9.077580127276693;45.49152406594276;(45.49152406594276, 9.077580127276693)
2563;20152;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.095526321249107;45.456778313470835;(45.456778313470835, 9.095526321249107)
2564;20152;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.095650251356165;45.453646644929044;(45.453646644929044, 9.095650251356165)
264;20151;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.097174009564043;45.502834073442635;(45.502834073442635, 9.097174009564043)
7084;20152;6;53;LORENTEGGIO;9.106742745390203;45.45213979732108;(45.45213979732108, 9.106742745390203)
5410;20152;7;56;FORZE ARMATE;9.101768783288446;45.45352565309072;(45.45352565309072, 9.101768783288446)
55;20153;7;88;PARCO BOSCO IN CITTA';9.105708713061622;45.47852034736091;(45.47852034736091, 9.105708713061622)
58;20151;7;88;PARCO BOSCO IN CITTA';9.105808570566255;45.484281079408326;(45.484281079408326, 9.105808570566255)
65;20152;7;56;FORZE ARMATE;9.113421513414622;45.45583542677361;(45.45583542677361, 9.113421513414622)
4184;20152;7;56;FORZE ARMATE;9.115187429269376;45.456559738632784;(45.456559738632784, 9.115187429269376)
2565;20152;7;56;FORZE ARMATE;9.117526225024564;45.45820672331346;(45.45820672331346, 9.117526225024564)
5405;20157;8;75;STEPHENSON;9.120053683875605;45.51133176255299;(45.51133176255299, 9.120053683875605)
5395;20147;7;56;FORZE ARMATE;9.122172976065244;45.46784297041395;(45.46784297041395, 9.122172976065244)
333;20156;8;72;MAGGIORE - MUSOCCO - CERTOSA;9.126387028657986;45.50680475829676;(45.50680475829676, 9.126387028657986)
124;20147;7;56;FORZE ARMATE;9.126712685781785;45.46102191689051;(45.46102191689051, 9.126712685781785)
513;20147;6;56;FORZE ARMATE;9.128676207274394;45.46021000924248;(45.46021000924248, 9.128676207274394)
5836;20151;7;60;STADIO - IPPODROMI;9.129595642747356;45.47673005437798;(45.47673005437798, 9.129595642747356)
518;20148;8;66;QT 8;9.130758323519693;45.48995734876432;(45.48995734876432, 9.130758323519693)
3406;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.131238085116806;45.515613097201154;(45.515613097201154, 9.131238085116806)
115;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.132803221327949;45.51925246911193;(45.51925246911193, 9.132803221327949)
36318;20146;6;49;GIAMBELLINO;9.135116057035171;45.446968931274704;(45.446968931274704, 9.135116057035171)
41;20148;7;60;STADIO - IPPODROMI;9.13510783332147;45.47405017829933;(45.47405017829933, 9.13510783332147)
4188;20148;8;66;QT 8;9.138068251331015;45.48352386055026;(45.48352386055026, 9.138068251331015)
27;20142;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;9.141457047543549;45.436301624548015;(45.436301624548015, 9.141457047543549)
28;20142;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;9.141667201667605;45.43464566870962;(45.43464566870962, 9.141667201667605)
3765;20146;6;52;BANDE NERE;9.141901279038574;45.45320186641282;(45.45320186641282, 9.141901279038574)
5837;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.144777159530136;45.50769613340706;(45.50769613340706, 9.144777159530136)
4179;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.140843674466266;45.51328086438255;(45.51328086438255, 9.140843674466266)
424;20157;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.144800685546205;45.51539010974115;(45.51539010974115, 9.144800685546205)
442;20149;8;58;DE ANGELI - MONTE ROSA;9.151268771263613;45.47513711990156;(45.47513711990156, 9.151268771263613)
3397;20142;6;46;BARONA;9.154804302071225;45.43512980898322;(45.43512980898322, 9.154804302071225)
135;20144;7;51;PORTA MAGENTA;9.160346403261615;45.46073323388619;(45.46073323388619, 9.160346403261615)
435;20154;8;69;SARPI;9.165037455585596;45.483367498254424;(45.483367498254424, 9.165037455585596)
429;20154;8;70;GHISOLFA;9.161537748112353;45.487849326737425;(45.487849326737425, 9.161537748112353)
3420;20155;8;70;GHISOLFA;9.159709832610961;45.48989325917465;(45.48989325917465, 9.159709832610961)
3405;20155;8;70;GHISOLFA;9.162172459126307;45.49024069109121;(45.49024069109121, 9.162172459126307)
35918;20161;9;80;AFFORI;9.162472087505684;45.51438664200338;(45.51438664200338, 9.162472087505684)
126;20161;9;81;BOVISASCA;9.164261923597005;45.52213206720902;(45.52213206720902, 9.164261923597005)
12;20142;6;45;MONCUCCO - SAN CRISTOFORO;9.169539715239639;45.43851128066973;(45.43851128066973, 9.169539715239639)
